order #,fset #,eset #,gon-f-e,region,sub region,country,lct,segment,sub segment,modality,mct - explore,customer,psi description,psi group,fset main mor,fset value,order init date,aosd,cosd,sosd,rsdd,asdd,missing asdd,fpd,asds,myor shortage,billing terms,aicd,hfs credit status,hfs credit approved date,taskray cosd,modified cosd,ls,ld,lm,eset main mor,inco terms,pjm,eom order status,pmi/owner,customer class,procure date,cdo date,rsds,po/ir,credit status,credit override date,credit approved date,inst,fulfilment model,shippable item flag,eset creation date,customer class new,lead_time_from_ecd_to_cosd,lead_time_from_ecd_to_aosd,lead_time_from_ecd_to_asdd,lead_time_from_ecd_to_asds,lead_time_from_ecd_to_procure_date,modality encoded,country encoded,customer class new encoded,cosd duplicate,aosd duplicate,predicted cosd,confidence interval lower,confidence interval upper,cosd vs aosd (days),outlier,cosd prediction
5122909,1,1,5122909-1-1,EMEA,Northern Europe,United Kingdom,UKI,Imaging,MR,MR,UK East,NHS SUPPLY CHAIN (SCCL),1.5T SIGNA VOYAGER DETACH TJS,1.5T SIGNA VOYAGER IPM DETACH TJS,914836,982067,2021-12-30,2023-03-26,2023-03-25,2023-03-25,2023-03-23,2023-03-23,Fully Shipped,,2022-12-21,No,00_00_00_00_95_00_05,2023-03-26,Not Approved,,,,23,3,42,914573,CIF,"Hatton, Tracey Ann",Procured Not Cancelled,Neil French_DEL,GBL-PUBLIC,2022-11-25,2022-12-09,2023-09-24,2023-01-06,Credit Approved,,,5122909-King's Lynn Queen Elizabeth -SIGNA Voyager 1.5T-INST-0295133,STD,Yes,2021-12-07,Direct Public,473,474.0,471.0,379.0,353,9,96,1,2023-03-25,2023-03-26,2023-03-23,2023-03-10,2023-04-06,3.0,No,1. Within 7 Days
5319314,1,1,5319314-1-1,Intercontinental,Japan,Japan,Japan,Imaging,CT,CT,Chubu,KK) Leoclan Tokai,Revo Maxima 72kW Mid  Hino,Revolution Maxima 72kW Hino,154167,183731,2023-06-05,2023-06-28,2023-06-24,2023-06-27,2023-06-23,2023-06-27,Fully Shipped,,2023-06-13,No,00_00_00_00_00_100_00,2023-06-28,Not Approved,,,2023-06-28,2,2,42,154167,CIF,"Tanaka, Kaori",Procured Not Cancelled,Hiroki Maruta,,2023-06-05,2023-06-27,2023-06-26,2023-06-13,Credit Approved,,,5319314-医療法人社団誠広会　平野総合病院-Revolution Maxima-INST-,STD,Yes,2023-06-05,Direct Public,19,23.0,22.0,8.0,0,3,44,1,2023-06-24,2023-06-28,2023-06-24,2023-06-21,2023-06-27,4.0,No,1. Within 7 Days
5359840,1,1,5359840-1-1,Intercontinental,India,India,India,Imaging,CT,CT,Tamil Nadu,POWER GRID CORPORATION OF INDIA LTD,Revo Maxima 72kW Mid  Hino,Revolution Maxima 72kW Hino,381360,731020,2023-09-30,2023-12-27,2023-12-28,2023-12-28,2023-12-27,2023-12-23,Fully Shipped,2023-11-28,2023-11-24,No,00_00_00_100_00_00_00,2023-12-27,Not Approved,,,,12,1,42,381360,FOB,"Kethan, Jayashree",Procured Not Cancelled,Santhosh Periasamy,EXTERNAL-GOVT_INDIA,2023-10-04,2023-11-16,2023-12-20,2023-12-06,Credit Approved,2023-10-03,2023-10-04,5359840-Power Grid Corporation-Revolution Maxima-INST-0346807,CDO-EOM-AFF,Yes,2023-09-26,Direct Public,93,92.0,88.0,59.0,8,3,37,1,2023-12-28,2023-12-27,2023-12-27,2023-12-20,2024-01-04,0.0,No,1. Within 7 Days
5280395,1,1,5280395-1-1,EMEA,Southern Europe,Italy,IMI,Imaging,CT,CT,Italy South,AZIENDA OSPEDALIERA OSPEDALI RIUNITI PAPARDO PIEMONTE,Rev80 2.5 NG1700V H WSO,Revolution CT 80 CTM,622477,592300,2023-02-10,2023-12-14,2023-12-11,2023-12-11,2023-12-05,2023-12-06,Fully Shipped,2023-10-31,2023-10-09,Yes,00_00_00_00_00_00_100,2024-04-04,Not Approved,,,,20,6,42,622315,DAP,"Lojacono, Francesco Mario",Procured Not Cancelled,Carmelo Filippini,GBL-PUBLIC,2023-02-10,2023-09-26,2024-06-23,2023-10-18,Credit Approved,,2023-02-10,5280395-Azienda Ospedaliera Di Terzo-Revolution CT-INST-0352009,CDO-EOM-IRISO,Yes,2023-02-08,Direct Public,306,309.0,301.0,243.0,2,3,42,1,2023-12-11,2023-12-14,2023-11-23,2023-10-01,2024-01-14,21.0,No,3. Within 21 Days
5272291,1,1,5272291-1-1,Intercontinental,India,India,India,Imaging,CT,CT,Andhra Pradesh,PRUDENCE HOSPITALS PRIVATE LIMITED,ASPIRE 10mm with Fixed Table CMD,Revolution Aspire 8 India,133720,137790,2023-01-13,2023-03-28,2023-02-28,2023-03-03,2023-02-24,2023-02-27,Fully Shipped,,2023-02-11,No,00_00_00_100_00_00_00,2023-03-28,Not Approved,,,2023-03-31,1,3,30,132138,FOB,"S M, SIDDANAGOWDA",Procured Not Cancelled,Arij Ahmed,EXTERNAL-PVT_INDIA,2023-01-31,2023-01-31,2023-09-26,2023-02-13,Credit Approved,2023-01-18,2023-02-23,5272291-Dr. Bhairav-Revolution Aspire Select-INST-0344666,CDO-FAILURE - E,Yes,2023-01-12,Direct Public,47,75.0,46.0,30.0,19,3,37,1,2023-02-28,2023-03-28,2023-03-03,2023-02-14,2023-03-20,25.0,No,4. Greater than 21 Days
5405768,1,1,5405768-1-1,Intercontinental,Korea,Korea,Korea,Imaging,CT,CT,Area 1,Yon Sei Medical Center,Apex80 2.5XT NG2000V S WSO,Revolution Apex 80 CTM,871801,1496984,2024-01-31,2024-05-04,2024-05-04,2024-05-05,2024-05-02,2024-05-03,Fully Shipped,2024-04-05,2024-04-05,No,00_00_00_00_00_00_100,2024-05-04,Not Approved,,,,10,2,42,722700,CUSTOMER SITE,"Kim, Yulmi",Procured Not Cancelled,Kyung Keun Lee,EXTERNAL-PVT_KOREA,2024-02-01,2024-02-20,2024-08-08,2024-04-15,Credit Approved,,2024-02-01,5405768-신촌세브란스병원-Revolution Apex Plus-INST-0364096,CDO-EOM-IRISO,Yes,2024-01-31,Direct Public,94,94.0,93.0,65.0,1,3,48,1,2024-05-04,2024-05-04,2024-05-03,2024-04-30,2024-05-07,1.0,No,1. Within 7 Days
5435422,1,1,5435422-1-1,Intercontinental,India,India,India,Imaging,CT,CT,Delhi,DR RAJBIR SINGH CHAUHAN,REVOLUTION ACTS SVCT INDIA,Revolution ACT India,124195,128619,2024-04-30,2024-05-22,2024-05-30,2024-05-30,2024-05-23,2024-05-13,Fully Shipped,2024-05-13,2024-05-12,No,00_00_00_100_00_00_00,2024-05-22,Not Approved,,,,0,7,30,124195,FOB,"Wabale, LAHU",Procured Not Cancelled,Vikas K,EXTERNAL-PVT_INDIA,2024-05-01,2024-05-11,2024-05-13,2024-05-13,Credit Approved,2024-05-01,2024-05-13,5435422-Dr. Rajbir Singh Chauhan-Revolution ACTs-INST-0407572,CDO-EOM-IRISO,Yes,2024-04-29,Direct Public,31,23.0,14.0,13.0,2,3,37,1,2024-05-30,2024-05-22,2024-05-30,2024-05-27,2024-06-01,-8.0,No,2. Within 14 Days
5346649,1,1,5346649-1-1,EMEA,Eastern Europe,Ukraine,Ukraine,Imaging,CT,CT,Ukraine,MINISTRY OF HEALTH OF UKRAINE,Rev Maxima 55kW LONG  BHW,Revolution Maxima BHW,279454,330000,2023-08-28,2024-03-13,2024-02-15,2024-03-01,2024-02-01,2024-02-29,Fully Shipped,2024-02-12,2023-12-22,No,00_30_00_70D_00_00_00,2024-03-13,Not Approved,,,,32,14,42,279454,CIP,"Oliinyk, Oleksandra",Procured Not Cancelled,Togzhan Zhunisbek,CIS PUBLIC,2023-09-01,2024-01-11,2024-02-07,2024-01-22,Credit Approved,,2023-08-30,5346649-CLINICAL CENTR OF CHILDREN'S-Revolution Maxima Select-INST-0379089,STD,Yes,2023-08-22,Direct Public,177,204.0,191.0,122.0,10,3,94,1,2024-02-15,2024-03-13,2024-02-17,2024-01-28,2024-03-07,25.0,No,4. Greater than 21 Days
5451716,1,1,5451716-1-1,Intercontinental,India,India,India,Imaging,CT,CT,Punjab,CMSA HEALTHCARE,REVOLUTION ACTS SVCT INDIA,Revolution ACT India,116396,123014,2024-06-18,2024-07-02,2024-06-30,2024-07-03,2024-06-21,2024-06-22,Fully Shipped,2024-06-19,2024-06-22,No,00_00_00_100_00_00_00,2024-07-02,Not Approved,,,,0,7,14,116396,FOB,"Wabale, LAHU",Procured Not Cancelled,Aditya Sood,EXTERNAL-PVT_INDIA,2024-06-19,2024-06-19,2024-06-19,2024-06-22,Credit Approved,2024-06-19,2024-06-22,5451716-CMSA Healthcare-Revolution ACTs-INST-0413943,CDO-EOM-IRISO,Yes,2024-06-17,Direct Public,13,15.0,5.0,5.0,2,3,37,1,2024-06-30,2024-07-02,2024-07-02,2024-06-20,2024-07-15,0.0,No,1. Within 7 Days
5199466,1,1,5199466-1-1,EMEA,Eastern Europe,Hungary,South Eastern Europe,Imaging,MR,MR,Hungary,MAGNA PHARMACIA D.O.O,1.5T SIGNA ARTIST FLO IPM,1.5T SIGNA ARTIST FLO IPM,1002946,1110734,2022-06-30,2023-03-30,2023-02-23,2023-03-16,2023-02-20,2023-03-29,Fully Shipped,,2023-01-30,No,00_00_00_00_00_00_100,2023-05-08,Not Approved,,,,20,3,42,974485,DAP,"SAMIOS, PANAGIOTIS",Procured Not Cancelled,Ivan Ivanov,VIP-PARTNER PRIVATE,2022-06-30,2023-01-11,2023-06-06,2023-02-13,Credit Approved,,2022-06-30,5199466-Clinical Center of Vojvodina-SIGNA Artist 1.5T-INST-0320482,STD,Yes,2022-06-28,Indirect,240,275.0,274.0,216.0,2,9,36,2,2023-02-23,2023-03-30,2023-02-23,2023-02-05,2023-03-13,35.0,No,4. Greater than 21 Days
5325810,1,1,5325810-1-1,Intercontinental,Japan,Japan,Japan,Imaging,MR,MR,Syutoken,KK) Innomedics,3T SIGNA HERO 3TLC FLO FIXED,3T SIGNA HERO 3TLC FLO DETACH,987260,1106917,2023-06-21,2024-03-20,2024-03-07,2024-03-07,2024-03-06,2024-03-19,Fully Shipped,2024-02-02,2024-01-23,Yes,00_00_00_00_00_00_100,2024-03-20,Not Approved,,,,27,2,42,987260,CIF,"Fujii, Eiko",Procured Not Cancelled,Hiroko Nanasaki,GBL-PRIVATE,2023-11-18,2024-01-25,2024-03-27,2024-02-02,Credit Approved,,,5325810-学校法人慶應義塾　慶應義塾大学病院-Signa HERO 3.0T-INST,CDO-EOM-AFF,Yes,2023-06-21,Direct Private,260,273.0,272.0,216.0,150,9,44,0,2024-03-07,2024-03-20,2024-03-06,2024-02-26,2024-03-15,14.0,No,2. Within 14 Days
5266658,1,1,5266658-1-1,EMEA,MENEAT,Libyan Arabic Jamahiriya,North East Africa,Imaging,CT,CT,Lybia,ALFA HEALTHCARE,Revo Maxima 72kW Mid  BHW ,Revolution Maxima 72kW BHW,406428,418648,2022-12-29,2023-06-22,2023-03-18,2023-03-16,2023-02-26,2023-03-02,Fully Shipped,2023-03-07,2023-02-11,No,00_00_00_100_00_00_00,2023-06-22,Not Approved,,,2023-06-22,32,20,60,406428,FCA,"Abd El Hady Mahmoud, Ahmad",Procured Not Cancelled,Tamer Bassiony,EAGM-VIP PARTNER PRIVATE,2022-12-29,2023-01-26,2023-02-22,2023-02-22,Credit Approved,,2022-12-29,5266658-Alfa -Alshayma hospital-Revolution Maxima-INST-0347938,STD,Yes,2022-12-28,Indirect,80,176.0,64.0,45.0,1,3,51,2,2023-03-18,2023-06-22,2023-03-11,2023-02-05,2023-04-14,103.0,Yes,4. Greater than 21 Days
5242282,1,1,5242282-1-1,EMEA,SSA,Nigeria,West Africa,Imaging,MR,MR,Nigeria,DIAMED CENTRE LIMITED,1.5T SIGNA EXPL FIXED SL FLO,1.5T SIGNA EXPLORER W US,228010,968181,2022-10-31,2023-12-29,2023-12-08,2023-12-06,2023-12-07,2023-12-29,Fully Shipped,,2023-12-18,No,30_00_50_00_00_00_20,2024-03-07,Not Approved,,,2023-12-31,5,1,42,228010,CPT,"Ailen-Ubhi, Joan Oseiwe",Procured Not Cancelled,Gbenro Adeniran,GBL-PRIVATE,2022-12-02,2023-07-26,2024-03-07,2023-12-27,Credit Approved,2022-10-31,2023-10-09,5242282-Diamed Diagnostic-SIGNA Explorer 1.5T-INST-0271334,CDO-EOM-IRISO,Yes,2022-10-31,Direct Private,403,424.0,424.0,413.0,32,9,62,0,2023-12-08,2023-12-29,2024-03-12,2019-04-17,2029-02-05,-74.0,No,4. Greater than 21 Days
5328661,1,1,5328661-1-1,Intercontinental,India,India,India,Imaging,CT,CT,Karnataka,MANJUNATHA HOSPITAL,REVOLUTION ACTS SVCT INDIA,Revolution ACT India,116590,120576,2023-06-28,2023-06-30,2023-06-30,2023-06-30,2023-06-28,2023-06-28,Fully Shipped,,,No,00_00_00_100_00_00_00,2023-06-30,Not Approved,,,,2,2,30,115356,FOB,"S M, SIDDANAGOWDA",Procured Not Cancelled,Shyam H R_DEL,EXTERNAL-PVT_INDIA,2023-06-28,,2024-08-24,,Credit Approved,,2023-06-28,5328661-Manjunatha Hospital-Revolution ACTs-INST-0367500,STD,Yes,2023-06-27,Direct Public,3,3.0,1.0,,1,3,37,1,2023-06-30,2023-06-30,2023-07-03,2023-06-26,2023-07-09,-3.0,No,1. Within 7 Days
5321356,1,1,5321356-1-1,EMEA,RCIS,Russia,Russia,Imaging,CT,CT,West Russia,EMC INSIGHT LLC,Maxima Select55kW 1700V BHW,Revolution Maxima Select BHW,312956,340500,2023-06-09,2023-09-11,2023-07-31,2023-08-29,2023-07-31,2023-08-28,Fully Shipped,2023-07-28,2023-07-24,No,05_00_00_95_00_00_00,2023-11-08,Not Approved,,,,32,10,42,312957,FCA,"Reimbaeva, Liliya",Procured Not Cancelled,Lyudmila Kaluzhskikh,EAGM-VIP PARTNER PRIVATE,2023-06-09,2023-06-11,2023-07-27,2023-08-09,Credit Approved,,2023-06-09,5321356-ГБУ РД «РКБСМП»-Revolution Maxima Select-INST-0365857,STD,Yes,2023-06-09,Indirect,52,94.0,80.0,45.0,0,3,75,2,2023-07-31,2023-09-11,2023-08-04,2023-07-16,2023-08-24,38.0,No,4. Greater than 21 Days
5232445,1,1,5232445-1-1,Intercontinental,Korea,Korea,Korea,Imaging,CT,CT,Korea HQ,"G-medi Co.,Ltd",Revo Maxima 72kW Mid  BHW ,Revolution Maxima 72kW BHW,277637,343661,2022-09-30,2024-03-28,2024-03-30,2024-03-29,2024-03-30,2024-03-26,Fully Shipped,2024-01-12,2024-01-08,No,00_00_00_00_00_00_100,2024-03-28,Not Approved,,,,18,2,42,277637,CUSTOMER SITE,"Kwak, Min-Gyung",Procured Not Cancelled,Sejin Heo,EXTERNAL-PVT_KOREA,2022-10-11,2023-12-18,2024-06-10,2024-01-31,Credit Approved,,2022-10-04,5232445-CP20-지메디-프라우메디병원(울산)-Revolution Maxima-INST-0273,CDO-EOM-AFF,Yes,2022-09-30,Direct Public,547,545.0,543.0,465.0,11,3,48,1,2024-03-30,2024-03-28,2024-03-28,2024-03-13,2024-04-11,0.0,No,1. Within 7 Days
5294918,1,1,5294918-1-1,Intercontinental,Mexico,Mexico,Mexico,Imaging,MR,MR,Mexico South,SALUD DIGNA,1.5T SIGNA EXPL FIXED SL FLO,1.5T SIGNA EXPLORER W US,567411,698750,2023-03-23,2023-12-06,2023-12-06,2023-12-09,2023-12-01,2023-12-05,Fully Shipped,,2023-11-01,No,00_00_00_00_100_00_00,2024-02-14,Not Approved,,,2023-12-08,0,3,42,567412,DDP,"Cuevas, Carlos Rafael",Procured Not Cancelled,Raul Rivera,MEXICO-PRIVATE,2023-09-18,2023-09-19,2024-05-21,2023-11-13,Credit Approved,,2023-06-02,5294918-Salud Digna SAN NICOLAS-SIGNA Explorer 1.5T-INST-0357538,DCDO,Yes,2023-03-22,Direct Private,259,259.0,258.0,224.0,180,9,54,0,2023-12-06,2023-12-06,2023-12-03,2023-11-22,2023-12-15,3.0,No,1. Within 7 Days
5254313,1,1,5254313-1-1,EMEA,Northern Europe,Finland,Nordics and Netherlands,Imaging,CT,CT,Finland,EVIDENSIA ELÄINLÄÄKÄRIPALVELUT OY,Revo Maxima 55kW Mid BHW,Revolution Maxima BHW,270812,290734,2022-12-12,2023-05-11,2023-04-28,2023-04-20,2023-04-21,2023-04-14,Fully Shipped,,2023-03-15,No,00_00_00_00_00_00_100,2023-05-11,Not Approved,,,2023-05-05,32,6,42,270812,CIF,"Enwere, Viktor Ibeawuchi",Procured Not Cancelled,Markku Torronen,GBL-PRIVATE,2023-02-20,2023-03-21,2023-04-20,2023-04-05,Credit Approved,,2022-12-12,5254313-Elainlaakariasema Mevet-Revolution Maxima-INST-0333065,DISTRIB,Yes,2022-12-02,Direct Private,147,160.0,133.0,103.0,80,3,27,0,2023-04-28,2023-05-11,2023-04-24,2023-03-29,2023-05-20,17.0,No,3. Within 21 Days
5365922,1,1,5365922-1-1,EMEA,Eastern Europe,Romania,South Eastern Europe,Imaging,CT,CT,Romania,SP CL JUD DE URG TG. MURES,Frontier 3.0 GT1700 BHW,Revolution Frontier BHW,621438,907283,2023-10-11,2023-12-14,2023-12-14,2023-12-18,2023-12-08,2023-12-14,Fully Shipped,2023-11-24,2023-11-20,Yes,00_00_00_00_00_00_100,2024-01-18,Not Approved,,,,32,5,42,483729,CIP,"Marcu, Olivia Cristina",Procured Not Cancelled,Ovidiu Morosan,GBL-PUBLIC,2023-10-11,2023-10-11,2024-03-05,2023-12-13,Credit Approved,,2023-10-11,5365922-Spitalul Clinic Judetean de -Revolution Frontier-INST-0383710,CDO-EOM-AFF,Yes,2023-10-11,Direct Public,64,64.0,64.0,40.0,0,3,74,1,2023-12-14,2023-12-14,2023-12-14,2023-12-10,2023-12-18,0.0,No,1. Within 7 Days
5266078,1,1,5266078-1-1,Intercontinental,Japan,Japan,Japan,Imaging,MR,MR,Syutoken,KK) MEDICA LINE TOKYO HONSHA,3.0 SIGNA ARCHITECT TJ 96CH,3.0T SIGNA ARCHITECT TJ 64/96/128CH,995262,1442740,2022-12-28,2023-10-08,2023-10-08,2023-10-08,2023-10-06,2023-10-05,Fully Shipped,2023-04-07,2023-03-02,Yes,00_00_00_00_00_100_00,2023-10-08,Not Approved,,,,20,2,42,930803,CIF,"Fujii, Eiko",Procured Not Cancelled,Atsushi Tsukamoto,,2023-01-11,2023-02-28,2023-12-27,2023-03-09,Credit Approved,,,5266078-順天堂大学医学部附属浦安病院-SIGNA Architect 3.0T-INST-025,STD,Yes,2022-12-28,Direct Public,284,284.0,281.0,64.0,14,9,44,1,2023-10-08,2023-10-08,2023-10-06,2023-08-30,2023-11-11,2.0,No,1. Within 7 Days
5424575,1,4,5424575-1-4,EMEA,Southern Europe,Spain,Iberia,Imaging,CT,Dosewatch,Spain Norte,TAC SAN FRANCISCO DE ASIS,DOSEWATCH CORE SYSTEM,Revolution Ascend 72kW BHW,333923,497447,2024-03-26,2024-08-22,2024-08-08,2024-08-08,2024-08-02,2024-07-23,Fully Shipped,2024-07-19,2024-07-17,No,10_00_00_70_00_00_20,2024-08-22,Not Approved,,,,0,6,0,2941,DDP,"Redondo, Diana",Procured Not Cancelled,Sergio Garcia Prado,GBL-PRIVATE,2024-05-03,2024-05-03,2024-08-14,2024-07-19,Credit Approved,,2024-03-26,5424575-Hospital San Francisco de As-DoseWatch-INST-0407462,DISTRIB,Yes,2024-03-26,Direct Private,135,149.0,119.0,113.0,38,7,82,0,2024-08-08,2024-08-22,2024-08-06,2024-07-08,2024-09-04,16.0,No,3. Within 21 Days
5299043,1,1,5299043-1-1,Intercontinental,ASEAN,Cambodia,Other ASEAN,Imaging,CT,CT,Cambodia,ITS SCIENCE & MEDICAL PTE LTD,Rev ACT BJ 21 IW BHW,Revolution ACT BHW,123972,149277,2023-03-30,2023-06-21,2023-06-15,2023-06-15,2023-05-30,2023-05-30,Fully Shipped,,2023-05-29,No,20_00_00_60D_00_00_20,2023-06-27,Not Approved,,,2023-06-23,35,3,30,123973,CIF,"Ong, Get Peng",Procured Not Cancelled,Umaprasath Raman,GBL-DISTRIBUTOR_DEALER,2023-04-03,2023-05-16,2023-05-30,2023-05-30,Credit Approved,,2023-05-12,5299043-National Maternal and Child -Revolution ACT-INST-0358319,STD,Yes,2023-03-30,Indirect,77,83.0,61.0,60.0,4,3,18,2,2023-06-15,2023-06-21,2023-06-14,2023-06-07,2023-06-21,7.0,No,1. Within 7 Days
5169336,1,2,5169336-1-2,EMEA,Northern Europe,United Kingdom,UKI,Imaging,MR,Dosewatch,UK South,NHS SUPPLY CHAIN (SCCL),AW DOSEWATCH CORE SYSTEM,MR450w to Artist XT 128 Lift,562603,731065,2022-03-31,2023-05-09,2023-05-09,2023-05-09,2023-05-08,2023-05-03,Fully Shipped,,,No,00_00_00_95D_00_00_05,2023-06-14,Not Approved,,,,0,1,0,1429,DAP,"Manaroo-Fenjaly, Tayree",Procured Not Cancelled,Chris Wilson,GBL-PUBLIC,2022-03-31,2023-05-04,2024-09-13,2023-05-08,Credit Approved,,2022-03-31,5169336-Salford Royal Hospital NHS F-Signa Artist 1.5T Upgra-INST-0304900,CDO-EOM-AFF,Yes,2022-03-31,Direct Public,404,404.0,398.0,,0,7,96,1,2023-05-09,2023-05-09,2023-04-30,2023-04-01,2023-05-28,9.0,No,2. Within 14 Days
5363368,1,1,5363368-1-1,Intercontinental,India,India,India,Imaging,CT,CT,Mumbai,PLATINUM HOSPITALS PRIVATE LIMITED,REVOLUTION ACTS SVCT INDIA,Revolution ACT India,115381,118422,2023-09-30,2023-12-23,2023-12-31,2023-12-31,2023-12-27,2023-12-21,Fully Shipped,2023-11-22,2023-11-07,No,00_00_00_100_00_00_00,2023-12-23,Not Approved,,,,2,4,30,114138,FOB,"Mohammed, Shahul",Procured Not Cancelled,Satyam Singh_DEL,EXTERNAL-PVT_INDIA,2023-10-13,2023-10-18,2024-03-23,2023-11-08,Credit Approved,2023-10-09,2023-12-20,5363368-Platinum Hospital-Revolution ACTs-INST-0383071,CDO-EOM-IRISO,Yes,2023-09-30,Direct Public,92,84.0,82.0,38.0,13,3,37,1,2023-12-31,2023-12-23,2023-12-28,2023-12-17,2024-01-08,-5.0,No,1. Within 7 Days
5374883,1,1,5374883-1-1,Intercontinental,Korea,Korea,Korea,Imaging,CT,CT,Korea HQ,EQ corporation,Rev ACT BJ 21 IW BHW,Revolution ACT BHW,115696,109642,2023-11-09,2023-12-27,2023-12-26,2023-12-22,2023-12-26,2023-12-27,Fully Shipped,2023-12-08,2023-12-08,No,00_00_00_00_00_00_100,2023-12-27,Not Approved,,,2023-12-27,22,2,30,115696,CUSTOMER SITE,"Kwak, Min-Gyung",Procured Not Cancelled,Changho Lee,EXTERNAL-PVT_KOREA,2023-11-13,2023-11-13,2023-12-15,2023-12-18,Credit Approved,,2023-11-13,5374883-에스앤유서울병원-Revolution ACT-INST-0386670,CDO-EOM-IRISO,Yes,2023-11-09,Direct Public,47,48.0,48.0,29.0,4,3,48,1,2023-12-26,2023-12-27,2023-12-27,2023-12-19,2024-01-03,0.0,No,1. Within 7 Days
5267168,1,1,5267168-1-1,EMEA,DACH,Switzerland,AT CH,Imaging,MR,MR,Switzerland,RODIAG FUERSTENLAND/LINTH AG,3T SIGNA HERO 3TLC FLO FIXED,3T SIGNA HERO 3TLC FLO DETACH,1201868,1364028,2022-12-30,2024-08-12,2024-08-05,2024-06-20,2024-07-26,2024-08-09,Fully Shipped,2023-12-22,2023-11-21,Yes,00_00_00_00_00_00_100,,Not Approved,,,,18,4,182,1201868,CIP,"Germersdorf, Juliette",Procured Not Cancelled,Norbert Horvath,GBL-PRIVATE,2022-12-30,2024-01-16,2024-07-08,2023-12-11,Credit Approved,2022-12-30,2023-08-27,5267168-RODIAG Rapperswil-Signa HERO 3.0T-INST-0322601,CDO-EOM-IRISO,Yes,2022-12-29,Direct Private,585,592.0,589.0,327.0,1,9,86,0,2024-08-05,2024-08-12,2024-08-01,2024-06-25,2024-09-07,11.0,No,2. Within 14 Days
5228450,1,1,5228450-1-1,Intercontinental,India,India,India,Imaging,CT,CT,Kerala,MUVATTUPUZHA CO-OPERATIVE SUPER SPECIALITY HOSPITAL LTD,Revolution Aspire ES India,Revolution Aspire 8 India,132356,152535,2022-09-30,2023-02-03,2023-01-31,2023-01-31,2023-01-27,2023-01-25,Fully Shipped,,2023-01-14,No,00_00_00_100D_00_00_00,2023-02-03,Not Approved,,,2023-02-03,1,3,30,132033,FOB,"Shahul, Mohammed",Procured Not Cancelled,JIM JOHN,EXTERNAL-PVT_INDIA,2022-11-30,2022-11-30,2024-05-18,2023-01-16,Credit Approved,2022-10-06,2023-01-24,5228450-Muvattupuzha Co-Operative Su-Revolution Aspire-INST-0326419,CDO-EOM-IRISO,Yes,2022-09-23,Direct Public,130,133.0,124.0,113.0,68,3,37,1,2023-01-31,2023-02-03,2023-01-31,2023-01-21,2023-02-10,3.0,No,1. Within 7 Days
5313140,1,1,5313140-1-1,Intercontinental,ASEAN,Philippines,Philippines,Imaging,CT,CT,Philippines,ASIAN HOSPITAL AND MEDICAL CENTER,Rev80 2.5 NG2000V H WSO,Revolution CT 80 CTM,912498,1381579,2023-05-17,2023-12-28,2023-11-24,2023-11-25,2023-11-23,2023-12-28,Fully Shipped,2023-11-15,2023-11-15,Yes,00_20_00_00_30_40_10,2023-12-28,Not Approved,,,2023-12-29,25,1,42,814940,DDP,"Padua, Ronald",Procured Not Cancelled,Reniel Chaves,EXTERNAL-PVT_SEA,2023-07-12,2023-11-03,2024-08-12,2023-11-22,Credit Approved,,2023-05-22,5313140-Asian Hospital And Medical C-Revolution CT-INST-0305944,CDO-EOM-IRISO,Yes,2023-05-16,Direct Public,192,226.0,226.0,183.0,57,3,69,1,2023-11-24,2023-12-28,2023-11-28,2023-11-05,2023-12-21,30.0,No,4. Greater than 21 Days
5220412,1,1,5220412-1-1,EMEA,RCIS,Russia,Russia,Imaging,CT,CT,Moscow and Central,GORMEDTEHNIKA GAU,Revolution EVO3.7 Mid BHW,Revolution EVO BHW,176333,326831,2022-09-01,2023-06-07,2023-05-15,2023-05-15,2023-05-15,2023-06-07,Fully Shipped,,2023-04-28,No,00_00_00_85_00_15_00,2023-12-28,Not Approved,,,2023-06-07,10,6,42,144707,DDP,"Smirnova, Evgenia",Procured Not Cancelled,Ilya Marukhin,GBL-PUBLIC,2023-04-05,2023-04-18,2024-01-10,2023-05-12,Credit Approved,,2022-09-09,"5220412-#42-ГБУЗ ""ГП № 8 ДЗМ""-Revolution EVO-INST-0330648",DCDO,Yes,2022-09-01,Direct Public,256,279.0,279.0,239.0,216,3,75,1,2023-05-15,2023-06-07,2023-05-14,2023-05-11,2023-05-18,24.0,No,4. Greater than 21 Days
5132275,1,1,5132275-1-1,Intercontinental,Japan,Japan,Japan,Imaging,CT,CT,Chubu,KK LEOCLAN,Apex160 2.5XT NG2000V S WSO,Revolution Apex Elite 160 CTM,760758,1166579,2021-12-27,2023-11-08,2023-11-08,2023-11-08,2023-11-06,2023-11-07,Fully Shipped,2023-10-27,2023-10-10,Yes,00_00_00_00_00_100_00,2023-11-08,Not Approved,,,,20,2,42,760758,CIF,"Tanaka, Kaori",Procured Not Cancelled,Toshihiro Hirai,GBL-PRIVATE,2021-12-28,2023-09-07,2023-10-27,2023-10-10,Credit Approved,,,5132275-浜松医療センター-Revolution CT-INST-0255716,CDO-FAILURE - E,Yes,2021-12-27,Direct Private,681,681.0,680.0,652.0,1,3,44,0,2023-11-08,2023-11-08,2023-11-07,2023-11-05,2023-11-10,1.0,No,1. Within 7 Days
